,0,1,2
382,37.82560591967742,-122.29528291612904,11||30
383,37.82560591967742,-122.2878216,11||31
384,37.81814460419355,-122.5191224,12||0
385,37.81814460419355,-122.51166108387096,12||1
386,37.81814460419355,-122.50419976774194,12||2
387,37.81814460419355,-122.4967384516129,12||3
388,37.81814460419355,-122.48927713548387,12||4
389,37.81814460419355,-122.48181581935484,12||5
390,37.81814460419355,-122.47435450322581,12||6
391,37.81814460419355,-122.46689318709677,12||7
392,37.81814460419355,-122.45943187096775,12||8
393,37.81814460419355,-122.45197055483871,12||9
394,37.81814460419355,-122.44450923870968,12||10
395,37.81814460419355,-122.43704792258065,12||11
396,37.81814460419355,-122.42958660645161,12||12
397,37.81814460419355,-122.42212529032258,12||13
398,37.81814460419355,-122.41466397419354,12||14
399,37.81814460419355,-122.40720265806452,12||15
400,37.81814460419355,-122.39974134193548,12||16
401,37.81814460419355,-122.39228002580646,12||17
402,37.81814460419355,-122.38481870967742,12||18
403,37.81814460419355,-122.3773573935484,12||19
404,37.81814460419355,-122.36989607741936,12||20
405,37.81814460419355,-122.36243476129032,12||21
406,37.81814460419355,-122.35497344516129,12||22
407,37.81814460419355,-122.34751212903225,12||23
408,37.81814460419355,-122.34005081290323,12||24
409,37.81814460419355,-122.33258949677419,12||25
410,37.81814460419355,-122.32512818064517,12||26
411,37.81814460419355,-122.31766686451613,12||27
412,37.81814460419355,-122.3102055483871,12||28
413,37.81814460419355,-122.30274423225806,12||29
414,37.81814460419355,-122.29528291612904,12||30
415,37.81814460419355,-122.2878216,12||31
416,37.810683288709676,-122.5191224,13||0
417,37.810683288709676,-122.51166108387096,13||1
418,37.810683288709676,-122.50419976774194,13||2
419,37.810683288709676,-122.4967384516129,13||3
420,37.810683288709676,-122.48927713548387,13||4
421,37.810683288709676,-122.48181581935484,13||5
422,37.810683288709676,-122.47435450322581,13||6
423,37.810683288709676,-122.46689318709677,13||7
424,37.810683288709676,-122.45943187096775,13||8
425,37.810683288709676,-122.45197055483871,13||9
426,37.810683288709676,-122.44450923870968,13||10
427,37.810683288709676,-122.43704792258065,13||11
428,37.810683288709676,-122.42958660645161,13||12
429,37.810683288709676,-122.42212529032258,13||13
430,37.810683288709676,-122.41466397419354,13||14
431,37.810683288709676,-122.40720265806452,13||15
432,37.810683288709676,-122.39974134193548,13||16
433,37.810683288709676,-122.39228002580646,13||17
434,37.810683288709676,-122.38481870967742,13||18
435,37.810683288709676,-122.3773573935484,13||19
436,37.810683288709676,-122.36989607741936,13||20
437,37.810683288709676,-122.36243476129032,13||21
438,37.810683288709676,-122.35497344516129,13||22
439,37.810683288709676,-122.34751212903225,13||23
440,37.810683288709676,-122.34005081290323,13||24
441,37.810683288709676,-122.33258949677419,13||25
442,37.810683288709676,-122.32512818064517,13||26
443,37.810683288709676,-122.31766686451613,13||27
444,37.810683288709676,-122.3102055483871,13||28
445,37.810683288709676,-122.30274423225806,13||29
446,37.810683288709676,-122.29528291612904,13||30
447,37.810683288709676,-122.2878216,13||31
448,37.80322197322581,-122.5191224,14||0
449,37.80322197322581,-122.51166108387096,14||1
450,37.80322197322581,-122.50419976774194,14||2
451,37.80322197322581,-122.4967384516129,14||3
452,37.80322197322581,-122.48927713548387,14||4
453,37.80322197322581,-122.48181581935484,14||5
454,37.80322197322581,-122.47435450322581,14||6
455,37.80322197322581,-122.46689318709677,14||7
456,37.80322197322581,-122.45943187096775,14||8
457,37.80322197322581,-122.45197055483871,14||9
458,37.80322197322581,-122.44450923870968,14||10
459,37.80322197322581,-122.43704792258065,14||11
460,37.80322197322581,-122.42958660645161,14||12
461,37.80322197322581,-122.42212529032258,14||13
462,37.80322197322581,-122.41466397419354,14||14
463,37.80322197322581,-122.40720265806452,14||15
464,37.80322197322581,-122.39974134193548,14||16
465,37.80322197322581,-122.39228002580646,14||17
466,37.80322197322581,-122.38481870967742,14||18
467,37.80322197322581,-122.3773573935484,14||19
468,37.80322197322581,-122.36989607741936,14||20
469,37.80322197322581,-122.36243476129032,14||21
470,37.80322197322581,-122.35497344516129,14||22
471,37.80322197322581,-122.34751212903225,14||23
472,37.80322197322581,-122.34005081290323,14||24
473,37.80322197322581,-122.33258949677419,14||25
474,37.80322197322581,-122.32512818064517,14||26
475,37.80322197322581,-122.31766686451613,14||27
476,37.80322197322581,-122.3102055483871,14||28
477,37.80322197322581,-122.30274423225806,14||29
478,37.80322197322581,-122.29528291612904,14||30
479,37.80322197322581,-122.2878216,14||31
480,37.79576065774194,-122.5191224,15||0
481,37.79576065774194,-122.51166108387096,15||1
482,37.79576065774194,-122.50419976774194,15||2
483,37.79576065774194,-122.4967384516129,15||3
484,37.79576065774194,-122.48927713548387,15||4
485,37.79576065774194,-122.48181581935484,15||5
486,37.79576065774194,-122.47435450322581,15||6
487,37.79576065774194,-122.46689318709677,15||7
488,37.79576065774194,-122.45943187096775,15||8
489,37.79576065774194,-122.45197055483871,15||9
490,37.79576065774194,-122.44450923870968,15||10
491,37.79576065774194,-122.43704792258065,15||11
492,37.79576065774194,-122.42958660645161,15||12
493,37.79576065774194,-122.42212529032258,15||13
494,37.79576065774194,-122.41466397419354,15||14
495,37.79576065774194,-122.40720265806452,15||15
496,37.79576065774194,-122.39974134193548,15||16
497,37.79576065774194,-122.39228002580646,15||17
498,37.79576065774194,-122.38481870967742,15||18
499,37.79576065774194,-122.3773573935484,15||19
500,37.79576065774194,-122.36989607741936,15||20
501,37.79576065774194,-122.36243476129032,15||21
502,37.79576065774194,-122.35497344516129,15||22
503,37.79576065774194,-122.34751212903225,15||23
504,37.79576065774194,-122.34005081290323,15||24
505,37.79576065774194,-122.33258949677419,15||25
506,37.79576065774194,-122.32512818064517,15||26
507,37.79576065774194,-122.31766686451613,15||27
